TPR,TNR,FPR,FNR,esr_TPR,esr_TNR,esr_FPR,esr_FNR,luc_TPR,luc_TNR,luc_FPR,luc_FNR,PHF_TPR,PHF_TNR,PHF_FPR,PHF_FNR,PhC_TPR,PhC_TNR,PhC_FPR,PhC_FNR
0.6198454901173874,0.9152479774885685,0.08475202251143159,0.3801545098826126,0.7543340380549682,0.909187423438138,0.09081257656186198,0.2456659619450317,0.5858789098225718,0.8858541026516444,0.11414589734835552,0.4141210901774282,0.7161234991423671,0.9400137111517367,0.05998628884826326,0.28387650085763294,0.4228174603174603,0.9894109861019192,0.010589013898080741,0.5771825396825396
0.6353466439249523,0.9027787548364404,0.09722124516355962,0.3646533560750477,0.7670190274841437,0.8954267047774602,0.10457329522253982,0.23298097251585623,0.6056338028169014,0.8719130533743029,0.12808694662569706,0.39436619718309857,0.7354202401372213,0.9315585009140768,0.06844149908592322,0.2645797598627787,0.4359126984126984,0.9806419589675711,0.019358041032428854,0.5640873015873016
0.6784388481990569,0.8747625747449876,0.1252374252550123,0.32156115180094313,0.8188865398167724,0.8617803184973458,0.13821968150265415,0.18111346018322763,0.6541064569233583,0.8340730624786616,0.16592693752133833,0.34589354307664166,0.766295025728988,0.9209323583180987,0.07906764168190128,0.233704974271012,0.466468253968254,0.9788219722038385,0.021178027796161483,0.533531746031746
0.6759807364302197,0.8763102356665494,0.12368976433345058,0.3240192635697803,0.8149400986610289,0.8652919559003674,0.1347080440996325,0.1850599013389711,0.6504481434058899,0.8344713781723,0.1655286218277,0.3495518565941101,0.7701543739279588,0.9217321755027422,0.07826782449725778,0.22984562607204118,0.464484126984127,0.9768365320979484,0.02316346790205162,0.535515873015873
0.6866158322464132,0.8640344706296166,0.1359655293703834,0.31338416775358685,0.8269203664552501,0.8523478971008575,0.14765210289914252,0.1730796335447498,0.6614230839582952,0.8208148401047001,0.17918515989529987,0.33857691604170476,0.7688679245283019,0.9095063985374772,0.09049360146252285,0.23113207547169812,0.4783730158730159,0.971211118464593,0.028788881535407016,0.5216269841269842
0.6430005017561465,0.8928354320451585,0.10716456795484151,0.35699949824385346,0.7703416696019725,0.881403791851553,0.11859620814844696,0.22965833039802747,0.613345521023766,0.8607167955024596,0.13928320449754042,0.386654478976234,0.7349785407725322,0.9254237288135593,0.07457627118644068,0.26502145922746784,0.45305514157973176,0.9849532330215535,0.015046766978446523,0.5469448584202683
0.6342197691921726,0.896048632218845,0.10395136778115502,0.3657802308078274,0.7537865445579429,0.8867486889874949,0.11325131101250505,0.24621345544205706,0.6042047531992687,0.8640899508081518,0.1359100491918482,0.39579524680073125,0.7371244635193133,0.9259887005649717,0.07401129943502825,0.2628755364806867,0.4505712866368604,0.9829198861325742,0.01708011386742578,0.5494287133631396
0.6419969894631209,0.889622231871472,0.11037776812852801,0.35800301053687905,0.7657625924621345,0.8801936264622832,0.11980637353771682,0.23423740753786546,0.6083180987202925,0.8548137737174982,0.14518622628250175,0.3916819012797075,0.7414163090128756,0.9220338983050848,0.07796610169491526,0.25858369098712447,0.4580228514654744,0.9816998779991867,0.018300122000813338,0.5419771485345256
0.6536628198695434,0.8775510204081632,0.12244897959183673,0.3463371801304566,0.7752729834448749,0.8665792658329972,0.1334207341670028,0.22472701655512503,0.6252285191956124,0.8387912860154603,0.1612087139845397,0.37477148080438755,0.7510729613733905,0.9163841807909604,0.08361581920903954,0.24892703862660945,0.46795827123695977,0.978039853599024,0.021960146400976006,0.5320417287630402
0.71588058203713,0.8358662613981763,0.1641337386018237,0.28411941796287005,0.8450158506516379,0.8167607906413876,0.18323920935861235,0.1549841493483621,0.6988117001828154,0.7925509486999297,0.20744905130007027,0.30118829981718465,0.7939914163090128,0.8889830508474577,0.11101694915254237,0.20600858369098712,0.5161450571286637,0.96177307848719,0.03822692151281008,0.4838549428713363
0.6440592815875408,0.8929726050706143,0.10702739492938575,0.35594071841245917,0.7684135977337111,0.8799605133267522,0.12003948667324778,0.23158640226628896,0.6191780821917808,0.8635235732009926,0.13647642679900746,0.38082191780821917,0.7290322580645161,0.922906267332224,0.07709373266777593,0.2709677419354839,0.4578790882061447,0.9872915011914217,0.012708498808578236,0.5421209117938554
0.629490077869882,0.9002041858090862,0.09979581419091373,0.3705099221301181,0.7429178470254958,0.8898321816386969,0.11016781836130306,0.25708215297450426,0.5981735159817352,0.8684863523573201,0.1315136476426799,0.4018264840182648,0.7397849462365591,0.930116472545757,0.06988352745424292,0.26021505376344084,0.45391476709613476,0.9904686258935663,0.009531374106433678,0.5460852329038652
0.6455664405928159,0.8890590437297942,0.11094095627020589,0.35443355940718413,0.7641643059490085,0.8760118460019743,0.12398815399802567,0.2358356940509915,0.6146118721461187,0.854976564653984,0.145023435346016,0.38538812785388127,0.7462365591397849,0.9240155296727676,0.07598447032723239,0.2537634408602151,0.466798810703667,0.9896743447180302,0.010325655281969817,0.533201189296333
0.6335091685506155,0.8916113663433725,0.10838863365662753,0.3664908314493846,0.75,0.8805528134254689,0.1194471865745311,0.25,0.5981735159817352,0.8569065343258891,0.14309346567411083,0.4018264840182648,0.7419354838709677,0.9256794231835829,0.07432057681641709,0.25806451612903225,0.4588701684836472,0.9872915011914217,0.012708498808578236,0.5411298315163529
0.739512685254961,0.8128296750042538,0.18717032499574612,0.26048731474503894,0.8576487252124646,0.7905231984205331,0.20947680157946694,0.1423512747875354,0.726027397260274,0.7719878687620623,0.22801213123793768,0.273972602739726,0.8150537634408602,0.8635607321131448,0.13643926788685523,0.18494623655913978,0.554013875123885,0.9475774424146147,0.05242255758538523,0.44598612487611494
